ward,seed,staffing_factor,headcount,fte,fte_netto_bedarf,fte_brutto_ziel,soll_dienste,scenario,method,besetzungsquote,offene_slots,untergrenzen_verstoesse,harte_verstoesse,weiche_abweichungen,qualifikationsverstoesse,hilfskraftanteil,auslastung_mittel,auslastung_streuung,auslastung_spanne,arbeitszeitabweichung,planstabilitaet,geaenderte_zuweisungen,planungszeit_s,solver_status,krankheitsgutschrift_min
innere,20261133,1.0,23,18.7,11.81,15.13,237,S1,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.0882,0.8848,0.0756,0.3142,0.1258,0.9367,19,0.191,0,4140
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,Greedy,1.0,0,0,0,17,0,0.097,0.8725,0.0437,0.2177,0.1275,0.3622,236,0.436,,4230
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,Greedy reaktiv,1.0,0,0,0,15,0,0.0928,0.8804,0.0721,0.3735,0.1291,0.9333,20,0.368,,4230
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,MILP,1.0,0,0,0,0,0,0.097,0.8853,0.013,0.0649,0.1147,0.2407,306,8.353,0,6480
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,MILP reaktiv,1.0,0,0,0,0,0,0.097,0.8883,0.0432,0.1659,0.1117,0.9073,28,0.707,0,6480
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.097,0.8981,0.0783,0.2576,0.1207,0.8673,41,0.407,,6480
innere,20261133,1.0,23,18.7,11.81,15.13,237,S2,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.0928,0.88,0.0717,0.3735,0.1296,0.9398,18,0.246,0,4230
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,Greedy,1.0,0,0,0,17,0,0.0932,0.8631,0.0473,0.2305,0.1369,1.0,0,0.419,,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,Greedy reaktiv,1.0,0,0,0,17,0,0.0932,0.8631,0.0473,0.2305,0.1369,1.0,0,0.346,,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,MILP,1.0,0,0,0,0,0,0.0932,0.8624,0.0111,0.0521,0.1376,1.0,0,3.814,0,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0932,0.8624,0.0111,0.0521,0.1376,1.0,0,0.155,0,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0932,0.8624,0.0111,0.0521,0.1376,0.9761,7,0.372,,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S0,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0932,0.8631,0.0473,0.2305,0.1369,1.0,0,0.154,0,0
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,Greedy,1.0,0,0,0,17,0,0.0932,0.8811,0.0499,0.2389,0.1189,0.2912,275,0.42,,3645
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,Greedy reaktiv,1.0,0,0,0,17,0,0.1017,0.8868,0.0697,0.376,0.1212,0.9178,25,0.334,,3645
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,MILP,1.0,0,0,0,0,0,0.089,0.8965,0.0112,0.0487,0.1035,0.194,320,5.499,0,5850
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,MILP reaktiv,1.0,0,0,0,2,0,0.089,0.897,0.0348,0.1374,0.103,0.9228,23,0.538,0,5850
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.0932,0.9057,0.0567,0.2274,0.1022,0.8799,37,0.37,,5850
innere,4711,1.0,22,18.9,11.77,15.07,236,S1,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0932,0.8832,0.0407,0.2036,0.1168,0.953,14,0.355,0,3645
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,Greedy,0.9915,1,1,1,17,1,0.0983,0.8848,0.0513,0.2305,0.1152,0.5793,146,0.422,,5895
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,Greedy reaktiv,0.9958,1,0,1,17,1,0.1021,0.8975,0.0673,0.3146,0.1036,0.9046,29,0.376,,5895
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,MILP,1.0,0,0,0,0,0,0.0975,0.8975,0.0093,0.0325,0.1025,0.1891,313,4.788,0,5985
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,MILP reaktiv,1.0,0,0,0,2,0,0.0975,0.9023,0.0503,0.1592,0.0981,0.9133,26,0.181,0,5985
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,Greedy auf MILP-Plan,1.0,0,0,0,7,0,0.1017,0.9093,0.0604,0.2192,0.0987,0.8521,46,0.388,,5985
innere,4711,1.0,22,18.9,11.77,15.07,236,S2,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.1017,0.8983,0.0617,0.2786,0.1017,0.9205,24,0.421,0,5895
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,Greedy,1.0,0,0,0,14,0,0.0901,0.8862,0.0759,0.3398,0.1248,1.0,0,0.472,,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,Greedy reaktiv,1.0,0,0,0,14,0,0.0901,0.8862,0.0759,0.3398,0.1248,1.0,0,0.348,,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,MILP,1.0,0,0,0,0,0,0.0858,0.8701,0.0175,0.0758,0.1299,1.0,0,6.558,0,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0858,0.8701,0.0175,0.0758,0.1299,1.0,0,0.156,0,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0858,0.8701,0.0175,0.0758,0.1299,0.9862,4,0.34,,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S0,MILP auf Greedy-Plan,1.0,0,0,0,14,0,0.0901,0.8862,0.0759,0.3398,0.1248,1.0,0,0.152,0,0
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,Greedy,1.0,0,0,0,15,0,0.0901,0.9227,0.0692,0.3398,0.0883,0.3476,244,0.382,,5580
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,Greedy reaktiv,1.0,0,0,0,14,0,0.0944,0.9265,0.0916,0.4913,0.1014,0.901,30,0.329,,5580
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,MILP,1.0,0,0,0,0,0,0.0815,0.9065,0.0105,0.0622,0.0935,0.1864,310,3.642,0,5085
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,MILP reaktiv,1.0,0,0,0,0,0,0.0858,0.921,0.0578,0.1818,0.0858,0.9288,21,0.371,0,5085
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.0815,0.925,0.0781,0.2944,0.1011,0.8725,39,0.384,,5085
innere,20260906,1.0,22,18.7,11.62,14.88,233,S1,MILP auf Greedy-Plan,1.0,0,0,0,14,0,0.094,0.937,0.0866,0.3793,0.0925,0.9203,24,0.18,0,5580
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,Greedy,1.0,0,0,0,14,0,0.0944,0.9165,0.0823,0.3831,0.109,0.6168,128,0.462,,3690
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,Greedy reaktiv,1.0,0,0,0,15,0,0.0944,0.9269,0.1065,0.4264,0.1154,0.9013,30,0.418,,3690
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,MILP,1.0,0,0,0,0,0,0.0773,0.9059,0.0081,0.0403,0.0941,0.1802,314,4.418,0,4500
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,MILP reaktiv,1.0,0,0,0,1,0,0.0773,0.9167,0.0582,0.2143,0.0938,0.9288,21,0.748,0,4500
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.0858,0.9219,0.0897,0.3117,0.1145,0.8974,31,0.324,,4500
innere,20260906,1.0,22,18.7,11.62,14.88,233,S2,MILP auf Greedy-Plan,1.0,0,0,0,14,0,0.0944,0.9211,0.0767,0.2792,0.0979,0.9461,16,0.276,0,3690
innere,777,1.0,22,18.55,11.72,15.01,235,S0,Greedy,1.0,0,0,0,17,0,0.0979,0.8719,0.0685,0.3757,0.13,1.0,0,0.42,,0
innere,777,1.0,22,18.55,11.72,15.01,235,S0,Greedy reaktiv,1.0,0,0,0,17,0,0.0979,0.8719,0.0685,0.3757,0.13,1.0,0,0.356,,0
innere,777,1.0,22,18.55,11.72,15.01,235,S0,MILP,1.0,0,0,0,0,0,0.0936,0.8714,0.0123,0.0651,0.1286,1.0,0,15.461,0,0
innere,777,1.0,22,18.55,11.72,15.01,235,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0936,0.8714,0.0123,0.0651,0.1286,1.0,0,0.157,0,0
innere,777,1.0,22,18.55,11.72,15.01,235,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0936,0.8714,0.0123,0.0651,0.1286,0.9863,4,0.333,,0
innere,777,1.0,22,18.55,11.72,15.01,235,S0,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0979,0.8719,0.0685,0.3757,0.13,1.0,0,0.153,0,0
innere,777,1.0,22,18.55,11.72,15.01,235,S1,Greedy,1.0,0,0,0,15,0,0.0979,0.8866,0.0677,0.3757,0.1153,0.5014,178,0.405,,4950
innere,777,1.0,22,18.55,11.72,15.01,235,S1,Greedy reaktiv,1.0,0,0,0,17,0,0.1021,0.8926,0.0776,0.3757,0.1093,0.9269,22,0.321,,4950
innere,777,1.0,22,18.55,11.72,15.01,235,S1,MILP,1.0,0,0,0,0,0,0.0979,0.8964,0.0083,0.0325,0.1036,0.2098,305,4.301,0,3690
innere,777,1.0,22,18.55,11.72,15.01,235,S1,MILP reaktiv,1.0,0,0,0,1,0,0.0979,0.9003,0.043,0.147,0.1011,0.949,15,0.593,0,3690
innere,777,1.0,22,18.55,11.72,15.01,235,S1,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.1021,0.8996,0.0402,0.1443,0.1015,0.9329,20,0.339,,3690
innere,777,1.0,22,18.55,11.72,15.01,235,S1,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0979,0.8931,0.0376,0.1699,0.1088,0.9428,17,0.273,0,4950
innere,777,1.0,22,18.55,11.72,15.01,235,S2,Greedy,1.0,0,0,0,14,0,0.0936,0.8932,0.0696,0.3865,0.11,0.593,140,0.419,,3240
innere,777,1.0,22,18.55,11.72,15.01,235,S2,Greedy reaktiv,1.0,0,0,0,16,0,0.0936,0.9019,0.0845,0.3988,0.1045,0.9336,20,0.367,,3240
innere,777,1.0,22,18.55,11.72,15.01,235,S2,MILP,1.0,0,0,0,0,0,0.0979,0.9027,0.0074,0.0325,0.0973,0.2136,313,5.643,0,4050
innere,777,1.0,22,18.55,11.72,15.01,235,S2,MILP reaktiv,1.0,0,0,0,2,0,0.0979,0.9065,0.0423,0.118,0.0935,0.9392,18,0.739,0,4050
innere,777,1.0,22,18.55,11.72,15.01,235,S2,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.1021,0.9076,0.0449,0.1439,0.0935,0.9076,28,0.349,,4050
innere,777,1.0,22,18.55,11.72,15.01,235,S2,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.0936,0.8979,0.0807,0.3988,0.1085,0.953,14,0.191,0,3240
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,Greedy,1.0,0,0,0,17,0,0.097,0.8569,0.0838,0.3123,0.1431,1.0,0,0.422,,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,Greedy reaktiv,1.0,0,0,0,17,0,0.097,0.8569,0.0838,0.3123,0.1431,1.0,0,0.36,,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,MILP,1.0,0,0,0,0,0,0.0928,0.8645,0.0131,0.0651,0.1355,1.0,0,4.506,0,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0928,0.8645,0.0131,0.0651,0.1355,1.0,0,0.159,0,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0928,0.8645,0.0131,0.0651,0.1355,0.9863,4,0.361,,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S0,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.097,0.8569,0.0838,0.3123,0.1431,1.0,0,0.151,0,0
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,Greedy,1.0,0,0,0,19,0,0.097,0.8874,0.0909,0.368,0.1126,0.2291,323,0.421,,4140
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,Greedy reaktiv,1.0,0,0,0,17,0,0.097,0.8894,0.0973,0.404,0.1118,0.9055,29,0.37,,4140
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,MILP,1.0,0,0,0,0,0,0.0844,0.8827,0.0116,0.0651,0.1173,0.1923,336,5.059,0,2790
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,MILP reaktiv,1.0,0,0,0,1,0,0.0844,0.8838,0.0309,0.0952,0.1162,0.9626,11,0.318,0,2790
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.0844,0.8834,0.0328,0.1083,0.1166,0.9112,27,0.319,,2790
innere,31415,1.0,22,18.85,11.81,15.13,237,S1,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0928,0.8908,0.0539,0.2596,0.1092,0.9435,17,0.162,0,4140
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,Greedy,1.0,0,0,0,16,0,0.097,0.8972,0.0933,0.368,0.1028,0.6431,121,0.453,,5040
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,Greedy reaktiv,1.0,0,0,0,17,0,0.097,0.8988,0.0873,0.3819,0.1012,0.915,26,0.393,,5040
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,MILP,1.0,0,0,0,0,0,0.0928,0.9027,0.0077,0.039,0.0973,0.1847,331,6.491,0,5400
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,MILP reaktiv,1.0,0,0,0,2,0,0.0966,0.9135,0.0552,0.2274,0.0948,0.9203,24,0.155,0,5400
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,Greedy auf MILP-Plan,1.0,0,0,0,7,0,0.0928,0.905,0.0461,0.1661,0.0962,0.8831,36,0.33,,5400
innere,31415,1.0,22,18.85,11.81,15.13,237,S2,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.1013,0.9044,0.074,0.3896,0.1036,0.9276,22,0.154,0,5040
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,Greedy,1.0,0,0,0,15,0,0.1055,0.9647,0.0398,0.1703,0.0454,1.0,0,0.374,,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,Greedy reaktiv,1.0,0,0,0,15,0,0.1055,0.9647,0.0398,0.1703,0.0454,1.0,0,0.316,,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,MILP,1.0,0,0,0,0,0,0.1055,0.9591,0.0136,0.0458,0.0409,1.0,0,8.531,0,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1055,0.9591,0.0136,0.0458,0.0409,1.0,0,0.15,0,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,Greedy auf MILP-Plan,1.0,0,0,0,2,0,0.1055,0.9591,0.0136,0.0458,0.0409,0.9592,12,0.322,,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S0,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1055,0.9647,0.0398,0.1703,0.0454,1.0,0,0.141,0,0
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,Greedy,1.0,0,0,0,17,0,0.1013,0.9863,0.0306,0.1411,0.027,0.4767,191,0.38,,3150
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,Greedy reaktiv,0.9958,1,0,1,15,1,0.1017,0.9857,0.0549,0.1717,0.0496,0.9459,16,0.341,,3150
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,MILP,1.0,0,0,0,0,0,0.1013,0.9903,0.0132,0.0618,0.0124,0.2202,294,30.082,1,4050
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,MILP reaktiv,1.0,0,0,0,2,0,0.1055,0.9925,0.0397,0.1209,0.0358,0.9424,17,0.46,0,4050
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.1013,0.9966,0.0418,0.1207,0.0386,0.8974,31,0.392,,4050
innere,20261133,0.9,21,17.2,11.81,13.62,237,S1,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1013,0.9894,0.0474,0.1674,0.0398,0.9493,15,0.255,0,3150
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,Greedy,1.0,0,0,0,16,0,0.1055,0.975,0.0329,0.1605,0.0351,0.69,102,0.384,,2250
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,Greedy reaktiv,1.0,0,0,0,15,0,0.1055,0.979,0.0554,0.1703,0.0534,0.9659,10,0.329,,2250
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,MILP,1.0,0,0,0,0,0,0.1055,0.981,0.0167,0.0724,0.0228,0.2164,297,30.097,1,3600
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,MILP reaktiv,1.0,0,0,0,1,0,0.1055,0.9864,0.0352,0.1235,0.0334,0.9522,14,0.389,0,3600
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.1055,0.9883,0.0564,0.2454,0.0421,0.9133,26,0.32,,3600
innere,20261133,0.9,21,17.2,11.81,13.62,237,S2,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1055,0.979,0.0538,0.1753,0.0511,0.9726,8,0.151,0,2250
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,Greedy,0.9958,1,1,1,15,1,0.1064,0.9479,0.0307,0.1015,0.0529,1.0,0,0.329,,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,Greedy reaktiv,0.9958,1,1,1,15,1,0.1064,0.9479,0.0307,0.1015,0.0529,1.0,0,0.268,,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,MILP,1.0,0,0,0,0,0,0.1017,0.95,0.0188,0.0828,0.05,1.0,0,6.221,0,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1017,0.95,0.0188,0.0828,0.05,1.0,0,0.15,0,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,Greedy auf MILP-Plan,1.0,0,0,0,2,0,0.1017,0.95,0.0188,0.0828,0.05,0.9863,4,0.349,,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S0,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1059,0.9518,0.0327,0.1015,0.049,0.9898,3,0.149,0,0
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,Greedy,1.0,0,0,0,15,0,0.1059,0.9792,0.0628,0.2037,0.0527,0.1626,345,0.356,,4590
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,Greedy reaktiv,0.9958,1,1,1,15,1,0.0979,0.9847,0.0522,0.1991,0.0459,0.9049,29,0.3,,4590
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,MILP,1.0,0,0,0,0,0,0.1059,0.9683,0.0097,0.0421,0.0317,0.2447,287,9.742,0,3195
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,MILP reaktiv,1.0,0,0,0,0,0,0.1017,0.9751,0.0648,0.2923,0.053,0.9558,13,0.186,0,3195
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.1017,0.9734,0.0474,0.2067,0.0451,0.9205,24,0.331,,3195
innere,4711,0.9,20,17.4,11.77,13.56,236,S1,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1017,0.9876,0.0495,0.21,0.0391,0.9333,20,0.215,0,4590
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,Greedy,1.0,0,0,0,14,0,0.1102,0.969,0.0465,0.151,0.043,0.6426,119,0.371,,4950
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,Greedy reaktiv,0.9958,1,1,1,14,1,0.1106,0.9801,0.0662,0.2001,0.0613,0.9169,25,0.318,,4950
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,MILP,1.0,0,0,0,0,0,0.1059,0.9652,0.0107,0.0372,0.0348,0.2251,296,7.865,0,5490
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,MILP reaktiv,1.0,0,0,0,1,0,0.1017,0.9741,0.0511,0.1949,0.0507,0.9356,19,0.328,0,5490
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.1017,0.97,0.0484,0.2067,0.0497,0.8645,42,0.333,,5490
innere,4711,0.9,20,17.4,11.77,13.56,236,S2,MILP auf Greedy-Plan,1.0,0,0,0,14,0,0.1102,0.9803,0.0555,0.2001,0.0475,0.9394,18,0.339,0,4950
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,Greedy,0.9871,2,2,1,12,1,0.113,0.957,0.1302,0.5033,0.0909,1.0,0,0.363,,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,Greedy reaktiv,0.9871,2,2,1,12,1,0.113,0.957,0.1302,0.5033,0.0909,1.0,0,0.365,,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,MILP,1.0,0,0,0,0,0,0.1073,0.9729,0.0126,0.0556,0.0283,1.0,0,21.239,0,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1073,0.9729,0.0126,0.0556,0.0283,1.0,0,0.144,0,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,Greedy auf MILP-Plan,1.0,0,0,0,1,0,0.1073,0.9729,0.0126,0.0556,0.0283,0.9858,4,0.326,,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S0,MILP auf Greedy-Plan,1.0,0,0,0,11,0,0.1116,0.9692,0.1127,0.4059,0.0788,0.9714,8,0.31,0,0
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,Greedy,0.9871,2,2,0,16,0,0.1174,0.9866,0.153,0.5303,0.1045,0.5359,155,0.365,,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,Greedy reaktiv,0.9871,2,2,1,12,1,0.113,0.9857,0.1337,0.5101,0.0817,0.89,32,0.319,,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,MILP,1.0,0,0,0,0,0,0.1116,1.0091,0.0129,0.0648,0.0123,0.2861,257,7.088,0,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,MILP reaktiv,1.0,0,0,0,4,0,0.1073,1.015,0.0393,0.1071,0.0369,0.9373,18,0.163,0,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,Greedy auf MILP-Plan,1.0,0,0,0,8,0,0.1116,1.0163,0.0385,0.1169,0.0352,0.8851,34,0.328,,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S1,MILP auf Greedy-Plan,1.0,0,0,0,10,0,0.1116,1.0041,0.0833,0.3018,0.0576,0.8874,33,0.863,0,4230
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,Greedy,0.9914,1,1,0,13,0,0.0952,1.0039,0.1406,0.517,0.0997,0.5535,146,0.456,,5445
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,Greedy reaktiv,0.9614,7,4,3,11,3,0.0982,0.9822,0.1385,0.517,0.0962,0.8271,51,0.329,,5445
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,MILP,1.0,0,0,0,0,0,0.0944,1.0053,0.0131,0.0648,0.0096,0.2599,262,8.089,0,3735
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,MILP reaktiv,1.0,0,0,0,3,0,0.0901,1.0113,0.0409,0.1169,0.0346,0.9406,17,0.153,0,3735
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,Greedy auf MILP-Plan,0.9957,1,0,0,5,0,0.0905,1.008,0.0473,0.1656,0.041,0.8847,34,0.319,,3735
innere,20260906,0.9,20,17.0,11.62,13.39,233,S2,MILP auf Greedy-Plan,1.0,0,0,0,11,0,0.0944,1.0277,0.0508,0.1955,0.0462,0.8581,42,0.542,0,5445
innere,777,0.9,20,17.05,11.72,13.51,235,S0,Greedy,1.0,0,0,0,18,0,0.1149,1.0197,0.0408,0.1364,0.0388,1.0,0,0.365,,0
innere,777,0.9,20,17.05,11.72,13.51,235,S0,Greedy reaktiv,1.0,0,0,0,18,0,0.1149,1.0197,0.0408,0.1364,0.0388,1.0,0,0.306,,0
innere,777,0.9,20,17.05,11.72,13.51,235,S0,MILP,1.0,0,0,0,1,0,0.1149,1.0194,0.02,0.0974,0.0226,1.0,0,30.065,1,0
